name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Yoshiki Takahashi,30,27,0.9102564102564102,0.9706420045166148,0.9077178278330714,Southpaw,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3,0,0,0,1,1.1111111111111112
Ikram Aliskerov,15,1,0.923076923076923,0.9023550919453704,0.9156626506024096,Southpaw,8.24,65.0,7.15,36.0,2.33,33.0,0.0,2.3,0,0,0,1,15.0
Mike Joy,11,8,0.8684210526315789,0.9227034120734908,0.8944944598337952,Southpaw,0.57,33.0,1.71,47.0,0.78,33.0,0.0,2.3,0,1,0,0,1.375
Kimo Leopoldo,10,7,0.8426966292134831,0.3051793741231712,0.896911663216011,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,0,0,0,0,1.4285714285714286
Ruan Potts,11,6,0.8314606741573034,0.3207833481260916,0.8928571428571428,Orthodox,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,0,0,0,0,1.8333333333333333
Mark Holst,12,6,0.9473684210526316,0.9227034120734908,0.8944944598337952,Orthodox,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,0,1,0,0,2.0
Seth Petruzelli,14,8,0.923076923076923,1.0,0.9156626506024096,Orthodox,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,0,0,0,1,1.75
Christian Morecraft,8,3,0.8764044943820225,0.3376470925072294,0.9642857142857143,Orthodox,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,0,0,0,0,2.6666666666666665
Kaynan Kruschewsky,15,2,0.9473684210526316,0.9227034120734908,0.9125,Orthodox,5.08,39.0,4.79,47.0,2.18,100.0,0.0,2.2,0,1,0,0,7.5
Drew Fickett,42,21,0.9210526315789475,0.9227034120734908,0.8750000000000001,Orthodox,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,0,1,0,0,2.0
Ryan Thomas,20,8,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,0,0,1,0,2.5
Anthony Torres,5,3,0.8831168831168831,0.9289242259968677,0.9077441077441077,Orthodox,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,0,0,1,0,1.6666666666666667
Hidehiko Yoshida,6,8,0.7977528089887641,0.29220946545652365,0.896911663216011,Orthodox,1.05,36.0,1.89,62.0,1.09,33.0,71.0,2.2,0,0,0,0,0.75
Jose Landi-Jons,29,16,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.99,40.0,0.77,43.0,2.2,80.0,40.0,2.2,0,0,1,0,1.8125
Wilson Gouveia,14,8,0.9358974358974358,0.9023550919453704,0.9156626506024096,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,0,0,0,1,1.75
Chris Price,19,4,0.9487179487179488,0.9023550919453704,0.9077178278330714,Southpaw,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,0,0,0,1,4.75
Chase Hooper,13,3,0.9605263157894737,0.9227034120734908,0.925,Southpaw,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.2,0,1,0,0,4.333333333333333
Daniel Gracie,5,4,0.8314606741573034,0.29220946545652365,0.896911663216011,Orthodox,1.9,38.0,1.33,59.0,0.36,100.0,80.0,2.1,0,0,0,0,1.25
Andrew Holbrook,12,3,0.9342105263157895,0.9227034120734908,0.8750000000000001,Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,0,1,0,0,4.0
Mike Cook,13,13,0.9358974358974358,1.0,0.9077178278330714,Orthodox,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,0,0,0,1,1.0
Logan Clark,18,6,0.9487179487179488,0.9023550919453704,0.9077178278330714,Orthodox,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,0,0,0,1,3.0
Nate Loughran,11,2,0.9487179487179488,0.9023550919453704,0.9077178278330714,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,0,0,0,1,5.5
Tim McKenzie,14,9,0.923076923076923,0.9023550919453704,0.8915662650602411,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,0,0,0,1,1.5555555555555556
Dennis Hallman,53,20,0.9078947368421052,0.9227034120734908,0.9,Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,0,1,0,0,2.65
Chris Brennan,21,13,0.8831168831168831,0.9289242259968677,0.9077441077441077,Orthodox,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1,0,0,1,0,1.6153846153846154
Katsuhisa Fujii,9,18,0.923076923076923,1.0,0.9077178278330714,Orthodox,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,0,0,0,1,0.5
Jeremiah Metcalf,13,7,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,1.74,59.0,0.27,60.0,4.02,66.0,100.0,2.0,0,0,0,1,1.8571428571428572
Harry Hunsucker,7,6,0.9487179487179488,1.0,0.9036144578313253,Orthodox,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,0,0,0,1,1.1666666666666667
Charles Bennett,30,33,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,1.39,39.0,1.35,64.0,2.02,100.0,36.0,2.0,0,1,0,0,0.9090909090909091
Kevin Syler,10,1,0.9078947368421052,0.9227034120734908,0.8875000000000001,Switch,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0,0,1,0,0,10.0
Kaik Brito,16,5,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,2.8,38.0,3.87,55.0,0.0,0.0,55.0,2.0,0,0,1,0,3.2
Chad Reiner,33,18,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,0,0,1,0,1.8333333333333333
Jacob Volkmann,19,7,0.9078947368421052,0.9227034120734908,0.8875000000000001,Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,0,1,0,0,2.7142857142857144
Brock Larson,42,10,0.922077922077922,0.9289242259968677,0.8765432098765432,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,0,0,1,0,4.2
Christian Lohsen,4,2,0.9736842105263158,0.9227034120734908,0.9625000000000001,Southpaw,5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,0,1,0,0,2.0
Nick Serra,7,3,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,0,0,1,0,2.3333333333333335
David Mitchell,22,7,0.9350649350649349,0.9289242259968677,0.9259259259259259,Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,0,0,1,0,3.142857142857143
John Halverson,16,8,0.9078947368421052,0.9227034120734908,0.8944944598337952,Southpaw,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,0,1,0,0,2.0
Eric Wray,5,1,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,1.76,48.0,3.12,28.0,4.07,66.0,0.0,2.0,0,0,1,0,5.0
Mariusz Ksiazkiewicz,8,1,0.9615384615384616,0.9023550919453704,0.9036144578313253,Southpaw,0.93,45.0,3.4,39.0,4.0,100.0,0.0,2.0,0,0,0,1,8.0
Jimmy Crute,12,4,0.9487179487179488,1.0,0.8915662650602411,Orthodox,3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0,0,0,0,1,3.0
Joe Lauzon,28,16,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,0,1,0,0,1.75
Mark Scanlon,9,2,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0,0,0,1,0,4.5
Eric Esch,15,10,0.7977528089887641,0.4545480573768145,0.896911663216011,Orthodox,3.07,71.0,1.74,43.0,0.0,0.0,0.0,2.0,0,0,0,0,1.5
Kazuki Okubo,7,9,0.922077922077922,0.9562703288760389,0.9077441077441077,Orthodox,1.53,38.0,1.97,46.0,0.51,25.0,36.0,2.0,0,0,1,0,0.7777777777777778
Abdul-Kerim Edilov,17,4,0.9487179487179488,1.0,0.9077178278330714,Orthodox,10.22,61.0,0.13,92.0,3.98,100.0,0.0,2.0,0,0,0,1,4.25
Eddy Ellis,21,16,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,3.4,69.0,1.53,68.0,4.0,66.0,50.0,2.0,0,0,1,0,1.3125
Jason MacDonald,25,16,0.9615384615384616,0.9023550919453704,0.963855421686747,Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,0,0,0,1,1.5625
John Gunderson,35,16,0.9078947368421052,0.9227034120734908,0.8625,Orthodox,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,0,1,0,0,2.1875
Chris Haseman,20,17,0.9102564102564102,1.0,0.9077178278330714,Orthodox,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0,0,0,0,1,1.1764705882352942
Josh Smith,9,8,0.9473684210526316,0.9227034120734908,0.8944944598337952,Orthodox,0.73,28.0,1.4,54.0,0.0,0.0,57.0,2.0,0,1,0,0,1.125
Martin Kampmann,20,7,0.9350649350649349,0.9289242259968677,0.8888888888888888,Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,0,0,1,0,2.857142857142857
Frank Mir,18,11,0.8426966292134831,0.342857960889856,0.9404761904761904,Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,0,0,0,0,1.6363636363636365
Lucio Linhares,19,8,0.9487179487179488,0.9023550919453704,0.9077178278330714,Orthodox,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,0,0,0,1,2.375
Roger Gracie,8,2,0.9743589743589743,0.9023550919453704,0.9518072289156627,Orthodox,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,0,0,0,1,4.0
Mickey Gall,7,5,0.961038961038961,0.9289242259968677,0.9135802469135802,Switch,2.94,46.0,4.25,49.0,1.21,30.0,36.0,1.9,0,0,1,0,1.4
Ryan Jensen,21,8,0.9358974358974358,0.9023550919453704,0.9156626506024096,Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,0,0,0,1,2.625
Roman Mitichyan,8,3,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,0,0,1,0,2.6666666666666665
Ikuhisa Minowa,60,42,0.896103896103896,0.9890374653656184,0.9077441077441077,Orthodox,0.88,40.0,1.66,49.0,1.82,41.0,5.0,1.9,0,0,1,0,1.4285714285714286
Joachim Hansen,23,14,0.9305555555555556,0.974087329992842,0.9305555555555557,Southpaw,2.01,43.0,2.04,58.0,2.21,58.0,34.0,1.9,1,0,0,0,1.6428571428571428
Luke Stewart,6,3,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,3.75,56.0,2.34,53.0,3.75,33.0,50.0,1.9,0,0,1,0,2.0
Vagner Rocha,14,4,0.9210526315789475,0.9227034120734908,0.9125,Orthodox,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,0,1,0,0,3.5
Kyle Daukaus,11,4,0.9615384615384616,0.9023550919453704,0.9156626506024096,Southpaw,3.22,52.0,2.94,42.0,2.12,25.0,82.0,1.9,0,0,0,1,2.75
Fedor Emelianenko,36,5,0.8089887640449438,0.29870873536232717,0.8809523809523809,Orthodox,3.18,51.0,1.0,63.0,2.0,63.0,82.0,1.9,0,0,0,0,7.2
Erick Wanderlei,3,3,0.9358974358974358,1.0,0.9077178278330714,Orthodox,0.63,41.0,2.66,40.0,3.8,66.0,0.0,1.9,0,0,0,1,1.0
Shane Roller,11,7,0.9210526315789475,0.9227034120734908,0.9,Orthodox,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,0,1,0,0,1.5714285714285714
Aleksei Oleinik,60,17,0.8314606741573034,0.3116786440289747,0.9523809523809522,Orthodox,3.29,48.0,3.8,44.0,1.82,46.0,37.0,1.9,0,0,0,0,3.5294117647058822
Miguel Baeza,10,3,0.961038961038961,0.9289242259968677,0.9135802469135802,Orthodox,4.88,49.0,5.1,53.0,0.44,28.0,100.0,1.8,0,0,1,0,3.3333333333333335
Joe Proctor,11,5,0.9210526315789475,0.9227034120734908,0.9,Orthodox,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,0,1,0,0,2.2
Assuerio Silva,16,8,0.7865168539325843,0.3129956766971111,0.896911663216011,Orthodox,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,0,0,0,0,2.0
Jake Rosholt,12,5,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,0,0,0,1,2.4
Sanae Kikuta,31,9,0.8846153846153846,0.9755887729863426,0.9077178278330714,Orthodox,0.7,45.0,0.9,52.0,1.6,63.0,25.0,1.8,0,0,0,1,3.4444444444444446
Eric Schafer,14,8,0.9615384615384616,0.9023550919453704,0.9156626506024096,Orthodox,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,0,0,0,1,1.75
Dan Miller,14,8,0.9358974358974358,0.9023550919453704,0.8915662650602411,Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,0,0,0,1,1.75
Jim Miller,36,17,0.8947368421052632,0.9227034120734908,0.8875000000000001,Southpaw,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,0,1,0,0,2.1176470588235294
Alex Serdyukov,8,5,0.961038961038961,0.9289242259968677,0.9135802469135802,Orthodox,4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8,0,0,1,0,1.6
Brian Foster,27,10,0.896103896103896,0.9289242259968677,0.8765432098765432,Orthodox,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,0,0,1,0,2.7
Lee Murray,8,2,0.9615384615384616,0.9023550919453704,0.9077178278330714,Orthodox,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8,0,0,0,1,4.0
Blas Avena,8,7,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,2.34,47.0,3.36,43.0,2.37,80.0,50.0,1.8,0,0,1,0,1.1428571428571428
Joe Pyfer,12,2,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,3.64,45.0,2.34,55.0,2.97,83.0,50.0,1.8,0,0,0,1,6.0
Sam Spengler,9,5,0.9102564102564102,0.9023550919453704,0.9077178278330714,Orthodox,3.27,62.0,3.27,54.0,1.75,11.0,75.0,1.8,0,0,0,1,1.8
Kendall Grove,23,17,1.0,0.9023550919453704,0.9518072289156627,Orthodox,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,0,0,0,1,1.3529411764705883
Danillo Villefort,15,5,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,2.86,37.0,2.4,68.0,1.71,66.0,33.0,1.7,0,0,0,1,3.0
Karlos Vemola,17,5,0.923076923076923,0.9023550919453704,0.9036144578313253,Orthodox,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,0,0,0,1,3.4
Tom Aspinall,14,3,0.8651685393258427,0.33246485526956226,0.9285714285714285,Orthodox,7.72,66.0,2.77,66.0,3.46,100.0,100.0,1.7,0,0,0,0,4.666666666666667
Nassourdine Imavov,12,4,0.9615384615384616,0.9023550919453704,0.9036144578313253,Orthodox,4.55,53.0,3.76,58.0,1.09,31.0,72.0,1.7,0,0,0,1,3.0
Roman Dolidze,12,2,0.9487179487179488,0.9023550919453704,0.9156626506024096,Orthodox,3.02,44.0,3.01,55.0,1.72,50.0,33.0,1.7,0,0,0,1,6.0
Brendan Allen,23,5,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,0,0,0,1,4.6
Steve Berger,21,23,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,1.0,27.0,3.26,36.0,0.84,40.0,16.0,1.7,0,0,1,0,0.9130434782608695
David Zawada,17,7,0.9350649350649349,0.9289242259968677,0.9259259259259259,Orthodox,3.84,41.0,4.54,55.0,0.97,33.0,57.0,1.7,0,0,1,0,2.4285714285714284
Stefan Struve,33,13,0.9325842696629213,0.3441463624130329,1.0,Orthodox,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,0,0,0,0,2.5384615384615383
Misha Cirkunov,15,9,0.9615384615384616,1.0,0.9277108433734941,Orthodox,3.86,51.0,3.06,57.0,4.15,39.0,76.0,1.7,0,0,0,1,1.6666666666666667
Ralek Gracie,3,1,0.8314606741573034,0.27271165573911305,0.896911663216011,Orthodox,1.61,46.0,1.05,55.0,2.5,75.0,0.0,1.7,0,0,0,0,3.0
Kazushi Sakuraba,26,17,0.923076923076923,0.9023550919453704,0.9077178278330714,Southpaw,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7,0,0,0,1,1.5294117647058822
Claude Patrick,14,2,0.922077922077922,0.9289242259968677,0.9259259259259259,Orthodox,1.8,55.0,0.89,69.0,2.32,53.0,84.0,1.7,0,0,1,0,7.0
Simeon Thoresen,17,6,0.9480519480519479,0.9289242259968677,0.9753086419753085,Orthodox,3.85,43.0,3.85,64.0,1.12,40.0,50.0,1.7,0,0,1,0,2.8333333333333335
Cody Donovan,8,5,0.9615384615384616,1.0,0.8915662650602411,Orthodox,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,0,0,0,1,1.6
Carlo Prater,31,18,0.9342105263157895,0.9227034120734908,0.9,Switch,2.03,47.0,4.07,35.0,0.43,9.0,57.0,1.7,0,1,0,0,1.7222222222222223
Bobby Nash,8,4,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,3.42,37.0,3.95,51.0,2.37,33.0,100.0,1.6,0,0,1,0,2.0
Paulo Filho,23,6,0.8717948717948718,0.9023550919453704,0.9077178278330714,Southpaw,1.86,48.0,1.67,66.0,2.4,32.0,42.0,1.6,0,0,0,1,3.8333333333333335
Myktybek Orolbai,12,1,0.9090909090909091,0.9289242259968677,0.9135802469135802,Orthodox,0.87,40.0,1.52,48.0,11.41,70.0,0.0,1.6,0,0,1,0,12.0
Mateusz Rebecki,18,1,0.8815789473684211,0.9227034120734908,0.825,Southpaw,5.31,53.0,2.01,63.0,4.16,72.0,66.0,1.6,0,1,0,0,18.0
George Sotiropoulos,14,7,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,0,1,0,0,2.0
Dan Bobish,17,9,0.8314606741573034,0.448048787471011,0.896911663216011,Southpaw,2.06,44.0,1.74,34.0,2.44,42.0,0.0,1.6,0,0,0,0,1.8888888888888888
Chris Wilson,18,10,0.9480519480519479,0.9289242259968677,0.9259259259259259,Orthodox,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6,0,0,1,0,1.8
Jess Liaudin,20,11,0.896103896103896,0.9289242259968677,0.8888888888888888,Orthodox,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,0,0,1,0,1.8181818181818181
Kestutis Smirnovas,24,8,0.8974358974358975,0.9755887729863426,0.9077178278330714,Orthodox,4.95,52.0,5.05,54.0,1.55,50.0,100.0,1.6,0,0,0,1,3.0
Marcio Cruz,8,3,0.8539325842696629,0.301285538408681,0.896911663216011,Orthodox,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,0,0,0,0,2.6666666666666665
Paul Craig,17,7,0.9615384615384616,0.9023550919453704,0.9156626506024096,Orthodox,2.42,46.0,2.86,45.0,1.76,22.0,37.0,1.6,0,0,0,1,2.4285714285714284
Ryuta Sakurai,24,24,0.8701298701298701,1.0,0.9077441077441077,Orthodox,1.8,48.0,3.44,58.0,0.52,100.0,36.0,1.6,0,0,1,0,1.0
Shane Nelson,16,7,0.9078947368421052,0.9227034120734908,0.8750000000000001,Southpaw,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,0,1,0,0,2.2857142857142856
Rafaello Oliveira,17,8,0.8947368421052632,0.9227034120734908,0.8875000000000001,Orthodox,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,0,1,0,0,2.125
Caio Magalhaes,10,3,0.9358974358974358,0.9023550919453704,0.8795180722891566,Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,0,0,0,1,3.3333333333333335
Satoshi Ishii,15,8,0.7977528089887641,0.3116786440289747,0.896911663216011,Orthodox,1.41,36.0,1.58,63.0,3.47,52.0,100.0,1.6,0,0,0,0,1.875
Justin James,13,7,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,1.34,36.0,2.68,50.0,0.0,0.0,50.0,1.6,0,1,0,0,1.8571428571428572
Fabricio Camoes,14,9,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,0,1,0,0,1.5555555555555556
Pawel Nastula,5,6,0.8089887640449438,0.29870873536232717,0.896911663216011,Southpaw,1.3,43.0,1.73,50.0,3.0,60.0,0.0,1.5,0,0,0,0,0.8333333333333334
Mike Pyle,27,14,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,0,0,1,0,1.9285714285714286
Thomas Denny,27,21,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,2.36,45.0,4.69,40.0,1.48,17.0,42.0,1.5,0,0,1,0,1.2857142857142858
Matt Veach,17,5,0.9342105263157895,0.9227034120734908,0.8944944598337952,Orthodox,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5,0,1,0,0,3.4
Bu-Kyung Jung,0,4,0.9305555555555556,1.0,0.9305555555555557,Orthodox,0.63,36.0,1.85,56.0,1.1,75.0,0.0,1.5,1,0,0,0,0.0
Ryan Spann,21,9,0.9871794871794872,1.0,0.9518072289156627,Orthodox,3.42,40.0,3.91,45.0,1.29,35.0,47.0,1.5,0,0,0,1,2.3333333333333335
Gerald Meerschaert,35,17,0.9358974358974358,0.9023550919453704,0.9277108433734941,Southpaw,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5,0,0,0,1,2.0588235294117645
Max Rohskopf,5,1,0.9605263157894737,0.9227034120734908,0.8875000000000001,Orthodox,1.7,31.0,5.8,42.0,3.0,33.0,0.0,1.5,0,1,0,0,5.0
Joe Solecki,13,4,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,2.21,56.0,1.53,52.0,2.65,50.0,50.0,1.5,0,1,0,0,3.25
Mike Malott,10,1,0.9480519480519479,0.9289242259968677,0.9012345679012345,Orthodox,4.21,42.0,3.07,56.0,2.53,55.0,0.0,1.5,0,0,1,0,10.0
Oskar Piechota,11,3,0.923076923076923,0.9023550919453704,0.9156626506024096,Southpaw,3.3,52.0,3.93,51.0,0.61,40.0,38.0,1.5,0,0,0,1,3.6666666666666665
Jason Von Flue,14,12,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,1.89,36.0,3.23,52.0,0.62,16.0,58.0,1.5,0,0,1,0,1.1666666666666667
Tony DeSouza,11,4,0.9350649350649349,0.9289242259968677,0.8641975308641976,Southpaw,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,0,0,1,0,2.75
Ryuki Ueyama,12,18,0.922077922077922,0.9836164317552102,0.9077441077441077,Southpaw,0.13,21.0,1.4,46.0,0.5,100.0,0.0,1.5,0,0,1,0,0.6666666666666666
Charles Byrd,10,7,0.8974358974358975,0.9023550919453704,0.8795180722891566,Orthodox,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5,0,0,0,1,1.4285714285714286
Teemu Packalen,8,3,0.9605263157894737,0.9227034120734908,0.9375,Orthodox,2.57,54.0,3.91,47.0,2.31,25.0,100.0,1.5,0,1,0,0,2.6666666666666665
Rafael Alves,20,12,0.8947368421052632,0.9227034120734908,0.8500000000000001,Orthodox,1.85,48.0,3.3,58.0,0.29,25.0,44.0,1.5,0,1,0,0,1.6666666666666667
Andre Muniz,23,6,0.9358974358974358,0.9023550919453704,0.9397590361445783,Southpaw,2.17,50.0,2.03,53.0,2.97,40.0,35.0,1.5,0,0,0,1,3.8333333333333335
Matt Wiman,16,10,0.9210526315789475,0.9227034120734908,0.8500000000000001,Orthodox,3.17,50.0,3.57,51.0,2.13,37.0,56.0,1.5,0,1,0,0,1.6
Paul Kelly,14,5,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,0,1,0,0,2.8
Grant Dawson,20,2,0.9210526315789475,0.9227034120734908,0.9,Switch,2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,0,1,0,0,10.0
Gadzhimurad Antigulov,20,8,0.9102564102564102,1.0,0.8433734939759037,Orthodox,2.08,55.0,4.21,40.0,5.08,36.0,0.0,1.4,0,0,0,1,2.5
Dokonjonosuke Mishima,21,7,0.8815789473684211,0.9227034120734908,0.8944944598337952,Southpaw,1.06,41.0,1.22,52.0,2.47,40.0,25.0,1.4,0,1,0,0,3.0
Luke Cummo,6,6,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,0,0,1,0,1.0
Terry Etim,16,5,0.9605263157894737,0.9227034120734908,0.9125,Orthodox,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,0,1,0,0,3.2
Josh Barnett,35,8,0.8426966292134831,0.3246771838405818,0.9285714285714285,Orthodox,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,0,0,0,0,4.375
Colton Smith,7,4,0.9473684210526316,0.9227034120734908,0.8875000000000001,Orthodox,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4,0,1,0,0,1.75
Rodolfo Vieira,9,2,0.923076923076923,0.9023550919453704,0.8795180722891566,Orthodox,3.36,54.0,4.84,48.0,3.7,26.0,100.0,1.4,0,0,0,1,4.5
Carlos Eduardo Rocha,9,4,0.9090909090909091,0.9289242259968677,0.9012345679012345,Orthodox,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,0,0,1,0,2.25
Tom Lawlor,10,6,0.923076923076923,1.0,0.8915662650602411,Southpaw,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,0,0,0,1,1.6666666666666667
Mike Massenzio,13,9,0.9487179487179488,0.9023550919453704,0.8795180722891566,Southpaw,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,0,0,0,1,1.4444444444444444
Roan Carneiro,21,11,0.922077922077922,0.9289242259968677,0.9382716049382716,Orthodox,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4,0,0,1,0,1.9090909090909092
Mario Sperry,13,4,0.9487179487179488,1.0,0.9077178278330714,Orthodox,2.81,52.0,1.53,47.0,2.09,42.0,71.0,1.4,0,0,0,1,3.25
Nikita Krylov,30,9,0.9615384615384616,1.0,0.9277108433734941,Orthodox,4.38,55.0,2.47,44.0,2.29,38.0,53.0,1.4,0,0,0,1,3.3333333333333335
Robert McDaniel,28,10,0.9615384615384616,0.9023550919453704,0.9036144578313253,Southpaw,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,0,0,0,1,2.8
Jason Dent,22,13,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,0,1,0,0,1.6923076923076923
